ckId;jId;clicks;orderValue
2879;2;2;50.17
2880;1;1;20.8
2880;2;2;22.56
2881;1;2;30.68
2881;2;6;33.51
2882;1;4;55.19
2882;2;1;78.59
2883;1;2;69.08
2883;2;2;58.49
2884;1;1;20.8
2884;2;11;43.91
2885;1;3;49.97
2885;2;1;82.78
2886;1;2;30
2886;2;4;22.56
2887;1;5;66.06
2887;2;1;72.36
2888;1;1;59.71
2888;2;1;35.51
2889;1;2;28.99
2889;2;6;25.17
2890;1;3;45.97
2890;2;1;41.97
2891;1;1;52.5
2891;2;1;27.73
2892;1;1;49.79
2892;2;2;50.09
2893;1;1;20.8
2893;2;1;41.6
2894;1;2;55
2894;2;2;33.2
2895;1;9;16.76
2895;2;8;17.56
2896;1;5;30.02
2896;2;3;25.66
2897;1;1;57.11
2897;2;6;44.75
2898;1;1;28.99
2898;2;4;23.9
2899;1;3;62.63
2899;2;20;62.77
2900;1;9;37.6
2900;2;13;27.1
2901;1;1;26.38
2901;2;4;46.6
2902;1;1;46.2
2902;2;8;54.5
2903;1;1;38.2
2903;2;3;58.12
2904;1;3;33.04
2904;2;4;47.56
2905;1;1;41.6
2905;2;1;20.8
2906;1;7;20.17
2906;2;2;20.8
2907;1;1;20.8
2907;2;1;25.66
2908;1;1;42.57
2908;2;1;45.97
2909;1;1;20.8
2909;2;4;15.8
2910;1;3;20.8
2910;2;1;16.76
2911;1;1;20.8
2911;2;5;87.42
2912;1;1;20.8
2912;2;2;20.8
2913;1;1;20.8
2913;2;7;30.18
2914;1;1;38.2
2914;2;1;25.66
2915;1;1;20.8
2915;2;1;22.56
2916;1;3;48.32
2916;2;16;42.8
2917;1;1;20.8
2917;2;2;22.56
2918;1;3;33.2
2918;2;4;33.04
2919;1;1;45.59
2919;2;2;25.66
2920;1;1;39.71
2920;2;3;33.2
2921;1;2;50.28
2921;2;1;50.28
2922;1;1;42.6
2922;2;1;20.8
2923;1;4;65.95
2923;2;1;25.66
2924;1;3;45.59
2924;2;12;51.24
2925;1;1;20.8
2925;2;4;25.66
2926;1;3;41.79
2926;2;2;20.8
2927;1;4;33.2
2927;2;1;20.8
2928;1;6;41.46
2928;2;4;18.11
2929;1;3;20.8
2929;2;11;22.56
2930;1;1;27.52
2930;2;1;22.56
2931;1;2;23.11
2931;2;2;80.65
2932;1;1;39.5
2932;2;11;21.76
2933;1;9;20.8
2933;2;5;56.09
2934;1;6;28.99
2934;2;2;41.6
2935;1;2;99.58
2935;2;9;20.8
2936;1;1;55.97
2936;2;1;42.26
2937;1;1;20.8
2937;2;11;25.66
2938;1;2;43.22
2938;2;7;39.16
2939;1;3;20.8
2939;2;1;45.8
2940;1;1;58.37
2940;2;2;25.17
2941;1;3;34.17
2941;2;2;16.76
2942;1;1;62.44
2942;2;2;87.04
2943;1;1;19.71
2943;2;1;20.8
2944;1;1;20.8
2944;2;1;20.8
2945;1;2;20.8
2945;2;3;22.56
2946;1;4;45.8
2946;2;1;27.73
2947;1;1;20.8
2947;2;3;20.8
2948;1;1;20.8
2948;2;4;37.56
2949;1;1;20.8
2949;2;2;20.8
2950;1;1;20.8
2950;2;2;22.56
2951;1;8;16.76
2951;2;1;46.13
2952;1;1;38.2
2952;2;1;33.04
2953;1;1;15.8
2953;2;2;30.18
2954;1;1;41.6
2954;2;1;41.77
2955;1;1;38.2
2955;2;7;58.46
2956;1;3;49.01
2956;2;9;46.46
2957;1;1;20.8
2957;2;4;39.7
2958;1;6;31.3
2958;2;3;21.6
2959;1;38;36.54
2959;2;1;5.27
2960;1;2;20.8
2960;2;2;20.8
2961;1;1;20.8
2961;2;4;43.22
2962;1;1;20.8
2962;2;1;20.8
2963;1;14;18.07
2963;2;3;25.8
2964;1;1;22.56
2964;2;7;20.8
2965;1;1;20.8
2965;2;3;16.6
2966;1;3;16.6
2966;2;2;16.6
2967;1;1;20.8
2967;2;14;37.56
2968;1;1;38.2
2968;2;1;27.52
2969;1;4;39.87
2969;2;2;16.76
2970;1;1;20.8
2970;2;1;22.56
2971;1;1;21.6
2971;2;2;16.76
2972;1;2;80.93
2972;2;1;45.29
2973;1;1;29.16
2973;2;1;20.8
2974;1;1;22.56
2974;2;2;20.8
2975;1;6;22.27
2975;2;7;20.8
2976;1;1;23.91
2976;2;1;20.66
2977;1;3;43.91
2977;2;6;45.75
2978;1;1;39.02
2978;2;11;54.17
2979;1;1;20.8
2979;2;6;16.6
2980;1;3;25.66
2980;2;2;21.6
2981;1;1;73.75
2981;2;2;58.07
2982;1;1;48.32
2982;2;1;47.73
2983;1;6;40
2983;2;2;20.8
2984;1;9;62.4
2984;2;1;23.11
2985;1;2;20.8
2985;2;4;15.8
2986;1;2;39.87
2986;2;1;23.9
2987;1;3;77.3
2987;2;4;26
2988;1;4;20.8
2988;2;8;41.97
2989;1;1;20.8
2989;2;3;25.17
2990;1;3;50.77
2990;2;2;21.66
2991;1;1;33.06
2991;2;3;78.65
2992;1;2;41.77
2992;2;13;15.49
2993;1;1;20.8
2993;2;2;68.31
2994;1;4;33.26
2994;2;6;25.66
2995;1;7;63.19
2995;2;2;60.18
2996;1;2;20.8
2996;2;1;16.76
2997;1;1;93.92
2997;2;1;20.12
2998;1;11;70.3
2998;2;1;24.75
2999;1;1;74.59
2999;2;1;85
3000;1;1;35.25
3000;2;1;35.25
3001;1;1;20.8
3001;2;1;20.8
3002;1;4;20.8
3002;2;2;20.8
3003;1;2;35.66
3003;2;1;20.8
3004;1;6;84.89
3004;2;1;39.71
3005;1;6;29.16
3005;2;3;16.76
3006;1;1;25.17
3006;2;2;25.17
3007;1;27;30.18
3007;2;2;20.8
3008;1;1;56.31
3008;2;2;42.26
3009;1;3;20.8
3009;2;1;32.56
3010;1;1;20.8
3010;2;4;27.52
3011;1;2;21.6
3011;2;3;25.66
3012;1;2;22.56
3012;2;1;27.52
3013;1;4;60.68
3013;2;3;66.4
3014;1;1;25.17
3014;2;1;21.6
3015;1;3;44.28
3015;2;12;56.57
3016;1;2;25.66
3016;2;1;20.8
3017;1;9;20.97
3017;2;6;22.56
3018;1;1;20.8
3018;2;1;20.8
3019;1;1;38.2
3019;2;1;70.59
3020;1;12;60.5
3020;2;2;46.01
3021;1;6;70.59
3021;2;18;22.56
3022;1;2;25.66
3022;2;2;38.2
3023;1;1;82.51
3023;2;1;72.52
3024;1;1;53.99
3024;2;1;16.76
3025;1;1;54.86
3025;2;1;39.71
3026;1;1;49.12
3026;2;14;37.4
3027;1;1;64.33
3027;2;2;50
3028;1;2;30
3028;2;4;21.6
3029;1;3;61.91
3029;2;1;20.99
3030;1;3;80.58
3030;2;4;43.53
3031;1;2;20.8
3031;2;1;16.76
3032;1;1;47.73
3032;2;1;34.17
3033;1;5;25.17
3033;2;7;20.8
3034;1;4;23.91
3034;2;1;15.88
3035;1;3;48.44
3035;2;2;41.58
3036;1;2;20.8
3036;2;1;25.66
3037;1;2;20.8
3037;2;3;21.6
3038;1;2;62.99
3038;2;2;25.8
3039;1;4;28.44
3039;2;3;21.25
3040;1;7;25
3040;2;1;33.2
3041;1;1;31.3
3041;2;3;15.5
3042;1;5;45.59
3042;2;4;51.79
3043;1;2;20.8
3043;2;3;16.76
3044;1;1;38.2
3044;2;2;25.66
3045;1;1;75.38
3045;2;1;83.42
3046;1;4;20.8
3046;2;2;22.56
3047;1;1;20.8
3047;2;2;20.8
3048;1;25;47.44
3048;2;1;33.53
3049;1;1;28.99
3049;2;4;79.48
3050;1;1;48.32
3050;2;1;75.17
3051;1;1;50.08
3051;2;1;25.17
3052;1;2;45.97
3052;2;7;65.07
3053;1;2;27.52
3053;2;3;22.56
3054;1;4;37.36
3054;2;2;80.33
3055;1;1;64.23
3055;2;1;15.8
3056;1;3;44.05
3056;2;1;25
3057;1;2;26.25
3057;2;1;26.25
3058;1;1;38.2
3058;2;1;35.51
3059;1;3;28.99
3059;2;7;-11.87
3060;1;5;73.86
3060;2;3;29.2
3061;1;1;37.4
3061;2;5;67.73
3062;1;1;22.56
3062;2;1;27.52
3063;1;2;20.8
3063;2;3;37.42
3064;1;5;53.22
3064;2;1;20.8
3065;1;1;20.8
3065;2;1;25.66
3066;1;1;20.8
3066;2;3;21
3067;1;1;20.8
3067;2;6;25.01
3068;1;1;20.8
3068;2;2;25.66
3069;1;1;15
3069;2;14;47.56
3070;1;1;49.79
3070;2;1;20.8
3071;1;17;146.44
3071;2;40;65.19
3072;1;1;50
3072;2;2;21.76
3073;1;12;41.6
3073;2;1;20.8
3074;1;3;41.46
3074;2;5;26
3075;1;1;40.8
3075;2;2;35.67
3076;1;5;20.8
3076;2;1;25.66
3077;1;3;43.32
3077;2;1;22.73
3078;1;1;26.25
3078;2;5;25.66
3079;1;1;27.73
3079;2;2;20.59
3080;1;3;58.39
3080;2;1;58.39
3081;1;4;16.6
3081;2;4;20.8
3082;1;1;28.99
3082;2;6;23.11
3083;1;6;71
3083;2;5;20.8
3084;1;10;26.64
3084;2;3;18.28
3085;1;5;40.8
3085;2;1;48.13
3086;1;1;15.8
3086;2;7;16.76
3087;1;1;62.44
3087;2;3;51.55
3088;1;1;22.56
3088;2;1;44.57
3089;1;1;38.2
3089;2;1;37.42
3090;1;1;41.6
3090;2;1;50.28
3091;1;5;25
3091;2;10;41.97
3092;1;5;20.8
3092;2;3;15.8
3093;1;15;81.5
3093;2;5;96.02
3094;1;1;37.4
3094;2;3;20.8
3095;1;1;50.08
3095;2;3;55.17
3096;1;1;20.8
3096;2;2;39.16
3097;1;1;20.8
3097;2;3;30.18
3098;1;1;43.7
3098;2;2;49.86
3099;1;1;41.6
3099;2;2;25.66
3100;1;8;32.95
3100;2;3;22.56
3101;1;5;27.73
3101;2;1;16.6
3102;1;23;20.8
3102;2;10;20.59
3103;1;1;20.8
3103;2;1;20.8
3104;1;5;79.19
3104;2;1;25.11
3105;1;1;20.8
3105;2;6;25.8
3106;1;2;18.91
3106;2;6;23.9
3107;1;1;20.8
3107;2;1;25.59
3108;1;2;20.8
3108;2;1;15.8
3109;1;1;41.09
3109;2;1;25.66
3110;1;7;20.8
3110;2;4;38.46
3111;1;5;33.04
3111;2;2;42.4
3112;1;1;52.52
3112;2;1;84.58
3113;1;2;19.75
3113;2;1;20.8
3114;1;2;20.8
3114;2;3;36.46
3115;1;1;20.8
3115;2;3;16.76
3116;1;2;28.99
3116;2;1;28.99
3117;1;1;20.8
3117;2;3;16.76
3118;1;2;67.84
3118;2;1;65.08
3119;1;3;25.66
3119;2;1;20.8
3120;1;4;50.66
3120;2;1;55
3121;1;1;20.8
3121;2;3;42.26
3122;1;8;52.11
3122;2;3;45.8
3123;1;1;50.08
3123;2;3;47.73
3124;1;1;20.8
3124;2;7;25.66
3125;1;1;66.78
3125;2;1;16.76
3126;1;1;41.6
3126;2;1;25.97
3127;1;5;23.11
3127;2;2;21.6
3128;1;6;48.89
3128;2;23;73.86
3129;1;1;20.8
3129;2;2;25.66
3130;1;8;30.18
3130;2;4;16.6
3131;1;3;23.11
3131;2;1;16.6
3132;1;2;20.8
3132;2;3;33.04
3133;1;3;76.89
3133;2;2;47.73
3134;1;2;22.27
3134;2;3;11.6
3135;1;1;20.8
3135;2;1;20.8
3136;1;3;23.51
3136;2;1;23.51
3137;1;1;20.8
3137;2;2;21.6
3138;1;3;27.52
3138;2;1;50.17
3139;1;1;22.56
3139;2;1;25.66
3140;1;2;16.6
3140;2;1;33.2
3141;1;1;21.6
3141;2;1;25.66
3142;1;2;50.17
3142;2;9;60.93
3143;1;1;45.17
3143;2;16;59.67
3144;1;4;54.17
3144;2;3;62.31
3145;1;7;68.99
3145;2;2;33.49
3146;1;6;41.79
3146;2;1;20.8
3147;1;5;34.17
3147;2;8;21.72
3148;1;5;21.8
3148;2;4;30.99
3149;1;1;81.43
3149;2;4;37.19
3150;1;1;61.05
3150;2;2;27.73
3151;1;2;56.59
3151;2;12;50.29
3152;1;9;83.03
3152;2;12;22.56
3153;1;14;27.52
3153;2;9;46.6
3154;1;5;50.65
3154;2;2;45.97
3155;1;8;39.71
3155;2;2;20.59
3156;1;2;57.6
3156;2;8;117.24
3157;1;2;57.95
3157;2;2;25.17
3158;1;1;70.74
3158;2;1;21.6
3159;1;7;20.8
3159;2;7;43.86
3160;1;1;30
3160;2;2;41.77
3161;1;2;28.99
3161;2;1;25.17
3162;1;12;17.73
3162;2;14;23.57
3163;1;1;35.47
3163;2;1;29.2
3164;1;4;77.72
3164;2;5;20.8
3165;1;1;22.56
3165;2;2;27.52
3166;1;1;118.23
3166;2;5;53.86
3167;1;3;63.76
3167;2;1;27.52
3168;1;2;25.17
3168;2;2;21.6
3169;1;1;128.5
3169;2;1;21.6
3170;1;1;20.8
3170;2;2;20.8
3171;1;4;91.09
3171;2;2;74.49
3172;1;2;58.45
3172;2;1;26.25
3173;1;12;90.73
3173;2;13;41.6
3174;1;4;21.6
3174;2;4;30
3175;1;1;20.8
3175;2;1;22.73
3176;1;1;37.4
3176;2;4;55.17
3177;1;1;22.52
3177;2;11;33.49
3178;1;5;52.37
3178;2;5;63.68
3179;1;3;37.26
3179;2;2;20.99
3180;1;1;30
3180;2;2;20.8
3181;1;13;40.51
3181;2;13;58.53
3182;1;2;20.8
3182;2;1;20.8
3183;1;1;20.8
3183;2;1;20.8
3184;1;2;41.6
3184;2;3;36.65
3185;1;1;20.8
3185;2;4;41.46
3186;1;3;49.97
3186;2;2;16.6
3187;1;3;16.6
3187;2;2;20.36
3188;1;2;25.66
3188;2;6;43.7
3189;1;2;54.62
3189;2;16;41.97
3190;1;1;50.08
3190;2;18;43.7
3191;1;1;20.8
3191;2;6;18.11
3192;1;1;27.52
3192;2;1;22.56
3193;1;3;46.32
3193;2;1;70.99
3194;1;2;86.43
3194;2;1;73.09
3195;1;11;20.8
3195;2;1;20.8
3196;1;1;52.99
3196;2;3;20.8
3197;1;1;20.8
3197;2;1;48.32
3198;1;1;20.8
3198;2;4;25.17
3199;1;7;16.76
3199;2;3;20.8
3200;1;1;64.35
3200;2;1;70.98
3201;1;3;20.8
3201;2;1;25.17
3202;1;1;20.8
3202;2;1;41.6
3203;1;1;20.8
3203;2;5;22.73
3204;1;1;54.1
3204;2;4;48.26
3205;1;5;41.6
3205;2;1;16.76
3206;1;1;70.88
3206;2;5;37.42
3207;1;56;33.49
3207;2;10;43.22
3208;1;2;48.32
3208;2;2;37.56
3209;1;1;21.6
3209;2;1;20.8
3210;1;1;22.56
3210;2;2;22.56
3211;1;2;25.66
3211;2;1;20.8
3212;1;5;40.8
3212;2;4;39.71
3213;1;2;44.33
3213;2;1;19.75
3214;1;9;46.27
3214;2;42;-3.08
3215;1;1;22.56
3215;2;1;20.8
3216;1;1;73.19
3216;2;2;72.99
3217;1;1;30.17
3217;2;1;39.03
3218;1;1;20.8
3218;2;2;22.56
3219;1;1;47
3219;2;1;74.47
3220;1;4;70.84
3220;2;8;20.8
3221;1;3;37.46
3221;2;6;26
3222;1;17;134.07
3222;2;10;20.66
3223;1;3;45.77
3223;2;8;20.59
3224;1;3;20.8
3224;2;1;20.8
3225;1;1;114.53
3225;2;19;61.45
3226;1;2;72.56
3226;2;1;54.8
3227;1;9;64.92
3227;2;2;62.14
3228;1;9;69.28
3228;2;4;28.99
3229;1;2;52.69
3229;2;6;16.76
3230;1;2;25.17
3230;2;2;25.17
3231;1;3;66.88
3231;2;4;30.84
3232;1;13;141.88
3232;2;20;58.83
3233;1;3;32.22
3233;2;2;38.2
3234;1;4;33.04
3234;2;2;58.52
3235;1;7;39.22
3235;2;6;16.76
3236;1;2;28.95
3236;2;10;27.1
3237;1;1;30.58
3237;2;2;41.64
3238;1;3;39.57
3238;2;4;16.76
3239;1;1;23.86
3239;2;4;20.8
3240;1;2;30
3240;2;5;25.66
3241;1;1;33.32
3241;2;1;27.27
3242;1;2;27.52
3242;2;4;42.01
3243;1;4;20.59
3243;2;3;20.59
3244;1;3;10.5
3244;2;4;16.6
3245;1;33;20.8
3245;2;3;29.37
3246;1;2;20.8
3246;2;1;45.99
3247;1;4;83.79
3247;2;1;20.99
3248;1;4;56.08
3248;2;1;16.6
3249;1;3;30
3249;2;3;33.37
3250;1;3;15.5
3250;2;9;16.66
3251;1;4;44.63
3251;2;1;23.11
3252;1;18;11.61
3252;2;4;20.17
3253;1;2;60.66
3253;2;9;60.71
3254;1;2;23.91
3254;2;3;25.17
3255;1;3;41.47
3255;2;2;50.09
3256;1;6;43.85
3256;2;7;41.17
3257;1;16;47.3
3257;2;5;16.95
3258;1;1;20.8
3258;2;3;25.66
3259;1;2;15.66
3259;2;10;20.8
3260;1;2;36.16
3260;2;6;35.57
3261;1;3;28.99
3261;2;5;69.33
3262;1;5;41.6
3262;2;1;78.95
3263;1;5;27.17
3263;2;3;37.4
3264;1;3;22.27
3264;2;4;18.45
3265;1;2;49.79
3265;2;6;25.66
3266;1;7;67.06
3266;2;4;54.16
3267;1;12;25
3267;2;2;25
3268;1;2;16.6
3268;2;2;30.18
3269;1;3;49.17
3269;2;2;17.29
3270;1;5;76.85
3270;2;4;70.99
3271;1;1;20.8
3271;2;2;20.8
3272;1;10;70.13
3272;2;5;16.6
3273;1;6;37.36
3273;2;2;32.36
3274;1;28;50.2
3274;2;1;16.6
3275;1;2;31.09
3275;2;2;45.77
3276;1;3;21.6
3276;2;2;23.9
3277;1;3;60.67
3277;2;5;25
3278;1;1;20.8
3278;2;2;20.8
3279;1;1;41.6
3279;2;1;20.8
3280;1;1;162.24
3280;2;2;20.8
3281;1;4;25.54
3281;2;4;50.8
3282;1;9;35.88
3282;2;5;20.8
3283;1;3;45.6
3283;2;3;45.29
3284;1;19;16.75
3284;2;12;70.83
3285;1;4;46.63
3285;2;6;44.52
3286;1;6;42.32
3286;2;3;22.56
3287;1;3;25
3287;2;4;41.77
3288;1;6;33.49
3288;2;6;21.6
3289;1;3;16.6
3289;2;7;20.66
3290;1;1;38.2
3290;2;4;68.19
3291;1;1;20.59
3291;2;2;25.17
3292;1;7;22.56
3292;2;4;21.72
3293;1;2;20.8
3293;2;4;15.8
3294;1;1;36.39
3294;2;3;83.25
3295;1;13;33.2
3295;2;1;25
3296;1;1;27.52
3296;2;17;39.16
3297;1;5;16.76
3297;2;2;33.52
3298;1;1;20.59
3298;2;5;33.36
3299;1;1;28.99
3299;2;2;30
3300;1;12;66.41
3300;2;2;54.8
3301;1;4;20.8
3301;2;2;30
3302;1;7;21.6
3302;2;4;53.32
3303;1;1;20.8
3303;2;2;22.56
3304;1;2;25.17
3304;2;12;37.42
3305;1;2;25.17
3305;2;2;20.8
3306;1;2;39.88
3306;2;7;50.25
3307;1;2;39.83
3307;2;1;25.11
3308;1;2;20.8
3308;2;1;42.46
3309;1;2;25
3309;2;1;16.76
3310;1;6;25.17
3310;2;4;50.18
3311;1;5;41.97
3311;2;2;25.97
3312;1;2;22.56
3312;2;1;37.56
3313;1;9;22.56
3313;2;4;33.57
3314;1;1;38.2
3314;2;1;62.4
3315;1;2;54.17
3315;2;2;25.17
3316;1;1;22.56
3316;2;13;22.56
3317;1;7;37.4
3317;2;3;50.02
3318;1;9;18.9
3318;2;2;16.6
3319;1;1;39.89
3319;2;1;40.84
3320;1;1;25.97
3320;2;1;23.11
3321;1;5;58.86
3321;2;3;20.59
3322;1;19;37.76
3322;2;1;29.37
3323;1;11;25.17
3323;2;3;20.99
3324;1;1;37.19
3324;2;4;37.52
3325;1;2;25.66
3325;2;3;27.52
3326;1;1;27.52
3326;2;9;16.76
3327;1;1;20.8
3327;2;4;41.6
3328;1;1;22.56
3328;2;1;41.8
3329;1;3;20.8
3329;2;2;62.4
3330;1;11;29.37
3330;2;1;49.97
3331;1;2;20.59
3331;2;6;27.48
3332;1;1;20.8
3332;2;1;20.8
3333;1;1;84.28
3333;2;4;89.99
3334;1;1;20.8
3334;2;6;37.42
3335;1;1;20.59
3335;2;3;25.17
3336;1;1;67.41
3336;2;1;33.04
3337;1;1;30.16
3337;2;3;57.63
3338;1;3;112.44
3338;2;4;56.41
3339;1;2;44.28
3339;2;1;35.17
3340;1;5;40.38
3340;2;8;22.04
3341;1;1;25.17
3341;2;8;16.76
3342;1;2;25.17
3342;2;2;16.76
3343;1;1;44.57
3343;2;2;74.83
3344;1;1;48.32
3344;2;2;42.26
3345;1;5;33.51
3345;2;1;41.6
3346;1;1;20.8
3346;2;5;25.66
3347;1;9;29.2
3347;2;4;25
3348;1;36;29.37
3348;2;4;25.17
3349;1;1;60.74
3349;2;3;33.36
3350;1;10;29.37
3350;2;4;66.69
3351;1;4;52.01
3351;2;6;16.6
3352;1;1;25.17
3352;2;2;16.76
3353;1;1;50.08
3353;2;3;25.17
3354;1;3;41.42
3354;2;1;25.17
3355;1;1;68.61
3355;2;6;20.59
3356;1;1;76.43
3356;2;1;58.22
3357;1;1;20.8
3357;2;2;41.6
3358;1;1;47.9
3358;2;1;72.43
3359;1;1;20.8
3359;2;6;41.76
3360;1;1;58.2
3360;2;1;65.09
3361;1;3;106.47
3361;2;1;92.95
3362;1;11;73.77
3362;2;2;25.17
3363;1;2;39.7
3363;2;1;20.8
3364;1;1;77.1
3364;2;1;75.03
3365;1;1;20.8
3365;2;2;20.8
3366;1;1;10.88
3366;2;5;20.8
3367;1;1;51.96
3367;2;2;41.77
3368;1;1;27.52
3368;2;2;20.8
3369;1;1;20.8
3369;2;1;20.8
3370;1;7;31.49
3370;2;1;16.6
3371;1;3;50.08
3371;2;1;62.26
3372;1;23;76.81
3372;2;4;20.59
3373;1;1;35.46
3373;2;3;20.8
3374;1;2;42.4
3374;2;5;30
3375;1;2;20.8
3375;2;1;28.04
3376;1;2;28.99
3376;2;2;20.8
3377;1;3;37.4
3377;2;3;52.3
3378;1;2;25.66
3378;2;14;56.47
3379;1;1;79.62
3379;2;1;76.85
3380;1;3;48.28
3380;2;5;29.37
3381;1;1;30
3381;2;3;50.8
3382;1;18;38.2
3382;2;9;18.28
3383;1;4;25.17
3383;2;1;25.11
3384;1;12;21.6
3384;2;6;33.51
3385;1;3;16.76
3385;2;2;16.6
3386;1;1;15.59
3386;2;3;47.73
3387;1;1;21.76
3387;2;1;37.56
3388;1;3;10.5
3388;2;13;10.5
3389;1;1;20.8
3389;2;4;23.86
3390;1;3;21.72
3390;2;1;41.84
3391;1;1;20.59
3391;2;1;21.6
3392;1;1;15.8
3392;2;19;16.76
3393;1;2;41.46
3393;2;6;30.02
3394;1;11;31.58
3394;2;8;21.72
3395;1;1;25
3395;2;3;21.6
3396;1;3;22.56
3396;2;9;37.4
3397;1;2;41.77
3397;2;5;23.32
3398;1;5;22.73
3398;2;6;25
3399;1;1;38.2
3399;2;1;23.11
3400;1;1;56.52
3400;2;5;58.36
3401;1;2;20.8
3401;2;2;49.37
3402;1;6;20.8
3402;2;3;25.66
3403;1;9;20.8
3403;2;7;37.4
3404;1;4;25.17
3404;2;2;20.59
3405;1;9;66.47
3405;2;2;47.9
3406;1;6;25.17
3406;2;2;41.78
3407;1;4;25.66
3407;2;5;22.56
3408;1;1;16.6
3408;2;2;25.66
3409;1;1;45.97
3409;2;1;20.8
3410;1;1;20.8
3410;2;1;27.52
3411;1;15;32.99
3411;2;1;56.43
3412;1;5;37.4
3412;2;2;32.95
3413;1;3;20.8
3413;2;1;25.66
3414;1;1;62.4
3414;2;1;23.11
3415;1;2;37.2
3415;2;22;36.77
3416;1;2;20.8
3416;2;3;80.93
3417;1;4;84.85
3417;2;7;32.5
3418;1;3;53.99
3418;2;1;45.83
3419;1;2;21.66
3419;2;3;25.66
3420;1;1;28.99
3420;2;1;20.8
3421;1;3;20.8
3421;2;3;37.56
3422;1;3;58
3422;2;2;18.91
3423;1;17;28.04
3423;2;7;58.57
3424;1;1;22.56
3424;2;1;25.17
3425;1;13;63.05
3425;2;14;60.67
3426;1;1;20.8
3426;2;1;20.8
3427;1;7;55.68
3427;2;5;25.17
3428;1;1;38.2
3428;2;10;25.66
3429;1;17;93.48
3429;2;3;20.8
3430;1;5;45.9
3430;2;5;16.76
3431;1;1;56.51
3431;2;1;20.8
3432;1;3;20.8
3432;2;1;20.8
3433;1;5;49.79
3433;2;6;33.36
3434;1;3;20.99
3434;2;1;33.57
3435;1;1;54.42
3435;2;1;21.6
3436;1;2;66.72
3436;2;4;41.75
3437;1;1;20.8
3437;2;2;22.56
3438;1;8;58.35
3438;2;5;58.2
3439;1;1;20.8
3439;2;1;20.8
3440;1;6;48.11
3440;2;3;50.09
3441;1;2;20.8
3441;2;1;20
3442;1;8;16.72
3442;2;12;37.8
3443;1;1;71.22
3443;2;1;47.74
3444;1;4;34.29
3444;2;4;26.55
3445;1;2;19.71
3445;2;4;50.13
3446;1;15;41.6
3446;2;3;33.52
3447;1;4;104.78
3447;2;1;25.66
3448;1;4;22.56
3448;2;11;25.17
3449;1;4;20.8
3449;2;1;20.8
3450;1;2;62.26
3450;2;1;55
3451;1;1;20.8
3451;2;1;15.8
3452;1;2;54.16
3452;2;6;106.05
3453;1;1;21.6
3453;2;8;16.76
3454;1;2;81.5
3454;2;4;90.21
3455;1;1;25
3455;2;15;43.56
3456;1;4;31.3
3456;2;4;30.18
3457;1;3;36.35
3457;2;2;33.52
3458;1;2;20.59
3458;2;7;34.21
3459;1;1;20.8
3459;2;2;37.4
3460;1;1;78.99
3460;2;3;76.73
3461;1;3;11.76
3461;2;2;15.8
3462;1;8;41.76
3462;2;3;27.53
3463;1;3;50.66
3463;2;5;58.49
3464;1;2;25.66
3464;2;6;16.76
3465;1;5;54.97
3465;2;12;25.17
3466;1;11;25.66
3466;2;2;16.6
3467;1;1;20.8
3467;2;1;20.8
3468;1;1;20.8
3468;2;3;25
3469;1;11;38.24
3469;2;14;25
3470;1;4;49.61
3470;2;2;16.6
3471;1;10;33.61
3471;2;1;20.8
3472;1;1;20.8
3472;2;3;25.66
3473;1;1;20.59
3473;2;1;21.72
3474;1;6;49.65
3474;2;10;25.17
3475;1;5;21.6
3475;2;2;41.97
3476;1;1;44.05
3476;2;5;38.28
3477;1;2;83.33
3477;2;2;78.37
3478;1;2;68.91
3478;2;3;62.8
3479;1;4;41.97
3479;2;3;20.8
3480;1;2;56.42
3480;2;3;23.5
3481;1;2;21.66
3481;2;8;20.8
3482;1;4;62.19
3482;2;3;16.76
3483;1;8;33.51
3483;2;5;42.01
3484;1;2;27.52
3484;2;2;44.12
3485;1;9;20.8
3485;2;4;16.76
3486;1;5;20.8
3486;2;2;44.12
3487;1;1;16.6
3487;2;1;21.6
3488;1;16;22.73
3488;2;12;37.26
3489;1;7;82.35
3489;2;2;52.9
3490;1;2;20.8
3490;2;1;37.26
3491;1;3;62.42
3491;2;1;51.47
3492;1;1;45.97
3492;2;3;116.26
3493;1;1;93.66
3493;2;2;97.65
3494;1;7;16.76
3494;2;3;41.77
3495;1;10;48.78
3495;2;1;60.72
3496;1;11;33.49
3496;2;1;21.6
3497;1;5;52.4
3497;2;7;42.26
3498;1;1;20.8
3498;2;1;15.8
3499;1;2;151.61
3499;2;3;106.1
3500;1;14;54.29
3500;2;1;25.17
3501;1;1;30
3501;2;2;47.57
3502;1;1;45.97
3502;2;3;27.25
3503;1;5;50.08
3503;2;2;25.17
3504;1;1;61.3
3504;2;1;54
3505;1;3;54.75
3505;2;27;26.96
3506;1;7;48.15
3506;2;8;37.19
3507;1;1;41.6
3507;2;1;25.66
3508;1;1;40.96
3508;2;1;60.05
3509;1;3;25.17
3509;2;4;75.54
3510;1;1;83.31
3510;2;2;47.59
3511;1;1;20.8
3511;2;1;20.8
3512;1;1;41.6
3512;2;3;35.51
3513;1;1;27.52
3513;2;1;22.56
3514;1;2;20.8
3514;2;1;17.56
3515;1;2;33.87
3515;2;2;16.61
3516;1;1;20.8
3516;2;1;22.56
3517;1;2;30
3517;2;3;43.39
3518;1;2;25.66
3518;2;1;50.17
