ckId;jId;clicks;orderValue
4249;2;2;25.66
4250;1;1;23.86
4250;2;1;25.66
4251;1;1;72.56
4251;2;1;61.98
4252;1;1;77.82
4252;2;2;62.29
4253;1;2;41.6
4253;2;3;14.76
4254;1;1;76.09
4254;2;3;101.48
4255;1;1;62.58
4255;2;1;37.4
4256;1;1;20.8
4256;2;1;27.52
4257;1;1;20.8
4257;2;1;25.66
4258;1;1;25.66
4258;2;6;23.9
4259;1;4;25.66
4259;2;4;25.66
4260;1;1;20.8
4260;2;3;23.9
4261;1;1;69.12
4261;2;2;61.55
4262;1;1;38.2
4262;2;1;50.23
4263;1;11;77.1
4263;2;10;40.5
4264;1;3;49.79
4264;2;2;78.78
4265;1;1;15.8
4265;2;2;25
4266;1;2;20.8
4266;2;1;20.8
4267;1;4;50.28
4267;2;1;67.68
4268;1;1;20.8
4268;2;1;16.76
4269;1;1;20.8
4269;2;1;20.8
4270;1;2;25.66
4270;2;2;20.8
4271;1;13;20.59
4271;2;28;33.2
4272;1;2;41.6
4272;2;4;21.6
4273;1;8;18.91
4273;2;7;23.91
4274;1;1;41.6
4274;2;1;16.6
4275;1;9;19.16
4275;2;2;27.02
4276;1;1;25.66
4276;2;3;25.66
4277;1;15;41.76
4277;2;2;54.18
4278;1;9;20.8
4278;2;2;22.56
4279;1;1;35.51
4279;2;1;46.18
4280;1;4;33.36
4280;2;2;16.76
4281;1;8;25.66
4281;2;4;16.76
4282;1;2;20.8
4282;2;4;16.76
4283;1;1;20.8
4283;2;1;22.52
4284;1;1;20.8
4284;2;1;20.8
4285;1;1;20.8
4285;2;1;20.8
4286;1;2;20.8
4286;2;7;25.66
4287;1;8;28.04
4287;2;3;33.57
4288;1;7;44.56
4288;2;1;20.8
4289;1;1;22.56
4289;2;1;20.49
4290;1;1;22.56
4290;2;3;16.6
4291;1;1;48.32
4291;2;1;20.8
4292;1;6;20.8
4292;2;1;25.66
4293;1;1;22.56
4293;2;1;25.66
4294;1;2;20.8
4294;2;3;16.6
4295;1;1;66.43
4295;2;1;20.8
4296;1;1;60.51
4296;2;1;66.77
4297;1;1;87.68
4297;2;8;68.32
4298;1;2;20.8
4298;2;2;25.69
4299;1;1;74.97
4299;2;1;42.26
4300;1;2;60.48
4300;2;2;23.9
4301;1;1;25.66
4301;2;1;20.8
4302;1;2;62.19
4302;2;11;62.03
4303;1;1;43.36
4303;2;2;66.64
4304;1;4;33.04
4304;2;1;25.66
4305;1;2;21.6
4305;2;4;25.66
4306;1;9;16.39
4306;2;23;16.76
4307;1;1;20.8
4307;2;2;45.8
4308;1;9;45.8
4308;2;1;29.2
4309;1;2;48.18
4309;2;1;20.8
4310;1;1;37.46
4310;2;2;37.4
4311;1;1;15.88
4311;2;4;21.6
4312;1;2;11.76
4312;2;1;20.8
4313;1;25;41.77
4313;2;35;63.84
4314;1;2;38.23
4314;2;2;30
4315;1;5;74.53
4315;2;2;37.26
4316;1;1;20.8
4316;2;3;20.8
4317;1;1;77.23
4317;2;2;63.06
4318;1;5;20.8
4318;2;2;22.56
4319;1;1;83.43
4319;2;1;64.92
4320;1;3;45.29
4320;2;1;20.8
4321;1;3;33.53
4321;2;5;28.53
4322;1;1;25.8
4322;2;8;39.16
4323;1;1;20.8
4323;2;2;62.4
4324;1;2;49.79
4324;2;8;50.68
4325;1;3;15.8
4325;2;3;25.66
4326;1;1;20.8
4326;2;3;25.66
4327;1;17;53.55
4327;2;28;44.55
4328;1;2;30.18
4328;2;4;20.8
4329;1;5;30
4329;2;1;20.66
4330;1;2;60.51
4330;2;1;28.99
4331;1;1;41.46
4331;2;4;41.46
4332;1;5;39.7
4332;2;1;49.18
4333;1;1;20.8
4333;2;1;25.66
4334;1;3;46.43
4334;2;13;53.57
4335;1;1;20.8
4335;2;2;20.99
4336;1;1;56.34
4336;2;1;74.83
4337;1;1;45.8
4337;2;11;74.76
4338;1;1;20.8
4338;2;1;25.66
4339;1;1;15.8
4339;2;1;25.66
4340;1;2;30
4340;2;2;27.73
4341;1;2;30
4341;2;1;20.8
4342;1;3;25
4342;2;7;33.53
4343;1;2;40.65
4343;2;1;21.6
4344;1;3;25.66
4344;2;2;16.76
4345;1;1;40.51
4345;2;2;22.73
4346;1;1;22.73
4346;2;1;33.49
4347;1;1;22.56
4347;2;1;25.66
4348;1;2;46.67
4348;2;1;20.8
4349;1;2;22.56
4349;2;1;22.56
4350;1;1;20.8
4350;2;6;33.53
4351;1;2;45.97
4351;2;2;15.8
4352;1;1;20.8
4352;2;1;45.65
4353;1;1;64.33
4353;2;1;22.52
4354;1;4;39.7
4354;2;1;21.6
4355;1;1;28.99
4355;2;1;20.8
4356;1;7;47.73
4356;2;1;25.17
4357;1;6;20.66
4357;2;4;19.87
4358;1;3;20.8
4358;2;3;20.8
4359;1;2;20.8
4359;2;2;51.09
4360;1;1;20.8
4360;2;2;64.92
4361;1;3;15.8
4361;2;4;15.8
4362;1;1;41.6
4362;2;1;79.16
4363;1;3;45.97
4363;2;2;45.98
4364;1;1;30
4364;2;1;25.8
4365;1;1;41.6
4365;2;2;25.17
4366;1;1;25.66
4366;2;1;46.32
4367;1;3;36.5
4367;2;2;82.92
4368;1;1;21.6
4368;2;1;25.66
4369;1;1;20.8
4369;2;1;45.29
4370;1;5;20.66
4370;2;3;39.16
4371;1;1;47.27
4371;2;4;77.11
4372;1;1;25.17
4372;2;1;44.08
4373;1;5;21.66
4373;2;4;29.66
4374;1;1;20.8
4374;2;10;30.01
4375;1;1;20.8
4375;2;1;46.32
4376;1;1;20.8
4376;2;2;25.66
4377;1;1;20.8
4377;2;1;25.66
4378;1;2;20.8
4378;2;4;20.8
4379;1;2;20.8
4379;2;1;22.56
4380;1;1;23.99
4380;2;1;16.76
4381;1;2;66.4
4381;2;1;66.4
4382;1;2;16.76
4382;2;2;25.66
4383;1;3;53.79
4383;2;3;62.56
4384;1;1;20.8
4384;2;2;25.66
4385;1;1;20.8
4385;2;2;22.56
4386;1;1;20.66
4386;2;2;25.17
4387;1;4;50.08
4387;2;1;56.48
4388;1;1;25.66
4388;2;1;41.6
4389;1;1;20.8
4389;2;4;16.76
4390;1;1;41.77
4390;2;2;49.96
4391;1;1;41.77
4391;2;1;25
4392;1;1;20.8
4392;2;2;22.56
4393;1;2;20.8
4393;2;4;28.99
4394;1;3;30
4394;2;2;41.39
4395;1;2;20.8
4395;2;2;20.8
4396;1;1;45.97
4396;2;1;20.8
4397;1;6;20.8
4397;2;1;34.74
4398;1;4;37.56
4398;2;4;54.23
4399;1;1;64.92
4399;2;1;46.6
4400;1;2;22.73
4400;2;6;44.33
4401;1;2;41.97
4401;2;7;20.8
4402;1;3;63.23
4402;2;1;63.2
4403;1;1;20.8
4403;2;1;45.83
4404;1;3;23.9
4404;2;2;13.36
4405;1;1;41.6
4405;2;1;21.6
4406;1;1;20.8
4406;2;2;21.6
4407;1;5;87.37
4407;2;13;48.53
4408;1;1;56.31
4408;2;2;22.56
4409;1;8;46.77
4409;2;1;33.49
4410;1;1;45.8
4410;2;3;40.8
4411;1;1;41.6
4411;2;1;20.8
4412;1;1;25
4412;2;6;33.49
4413;1;17;25.17
4413;2;17;37.59
4414;1;25;25.17
4414;2;23;39.56
4415;1;1;25.66
4415;2;1;29.16
4416;1;1;62.73
4416;2;1;41.6
4417;1;1;49.79
4417;2;3;25.66
4418;1;1;20.8
4418;2;1;20.8
4419;1;2;75.03
4419;2;1;55.02
4420;1;3;25.66
4420;2;3;20.66
4421;1;1;25.66
4421;2;1;22.56
4422;1;2;20.8
4422;2;3;41.6
4423;1;1;20.8
4423;2;1;20.8
4424;1;1;25.17
4424;2;1;20.8
4425;1;1;20.8
4425;2;1;20.8
4426;1;1;25.17
4426;2;3;20.8
4427;1;2;25.66
4427;2;2;26
4428;1;18;22.52
4428;2;5;33.49
4429;1;1;20.8
4429;2;1;20.8
4430;1;1;25.66
4430;2;1;16.6
4431;1;1;20.8
4431;2;1;25.66
4432;1;1;20.8
4432;2;4;18.91
4433;1;1;39.49
4433;2;1;33.53
4434;1;1;41.6
4434;2;1;37.42
4435;1;2;39.16
4435;2;1;25.66
4436;1;1;48.32
4436;2;3;16.76
4437;1;4;46.32
4437;2;3;45.12
4438;1;1;49.79
4438;2;2;25.66
4439;1;5;16.76
4439;2;22;25
4440;1;1;25.17
4440;2;2;33.36
4441;1;2;15.8
4441;2;5;33.52
4442;1;5;40.5
4442;2;2;72.74
4443;1;18;28.52
4443;2;8;37.56
4444;1;2;39.49
4444;2;4;42.01
4445;1;1;20.8
4445;2;3;20.8
4446;1;2;46.61
4446;2;1;45.8
4447;1;1;28.99
4447;2;5;66.49
4448;1;1;25.66
4448;2;1;22.56
4449;1;3;25.17
4449;2;2;41.32
4450;1;1;20.8
4450;2;1;60.29
4451;1;1;25.66
4451;2;7;30
4452;1;1;25.8
4452;2;1;32.95
4453;1;1;41.6
4453;2;1;37.57
4454;1;2;25
4454;2;2;20
4455;1;3;36.5
4455;2;1;30.87
4456;1;1;65.09
4456;2;1;90.75
4457;1;2;20.8
4457;2;1;25.66
4458;1;1;20.8
4458;2;3;20.8
4459;1;1;43.53
4459;2;1;25
4460;1;1;20.8
4460;2;6;27.52
4461;1;1;66.09
4461;2;1;25.66
4462;1;3;21.6
4462;2;1;20.8
4463;1;1;50.5
4463;2;3;87.27
4464;1;2;20.8
4464;2;1;25.66
4465;1;1;20.8
4465;2;3;62.58
4466;1;8;27.52
4466;2;6;33.57
4467;1;1;33.2
4467;2;2;41.77
4468;1;1;20.8
4468;2;1;20.8
4469;1;3;33.26
4469;2;6;22.73
4470;1;5;52.73
4470;2;7;20.8
4471;1;1;25.66
4471;2;1;20.8
4472;1;1;68.57
4472;2;4;78.79
4473;1;2;20.8
4473;2;2;22.56
4474;1;1;44.33
4474;2;1;27.52
4475;1;1;20.8
4475;2;1;20.8
4476;1;1;20.8
4476;2;1;15.8
4477;1;1;20.8
4477;2;4;30.18
4478;1;1;27.73
4478;2;6;22.56
4479;1;1;11.6
4479;2;1;27.52
4480;1;1;20.8
4480;2;1;20.8
4481;1;2;21.6
4481;2;1;64.88
4482;1;3;35.66
4482;2;3;22.56
4483;1;1;20.8
4483;2;4;20.8
4484;1;1;25.66
4484;2;1;20.8
4485;1;8;53.96
4485;2;2;25.8
4486;1;1;108.27
4486;2;2;242.9
4487;1;2;42.26
4487;2;1;49.65
4488;1;5;50.66
4488;2;2;25
4489;1;1;40.51
4489;2;5;30.13
4490;1;1;16.6
4490;2;3;25.66
4491;1;4;28.04
4491;2;1;22.56
4492;1;1;25.66
4492;2;9;20.8
4493;1;1;20.8
4493;2;16;16.76
4494;1;1;22.56
4494;2;4;25
4495;1;3;33.04
4495;2;4;62.12
4496;1;1;20.8
4496;2;2;25.66
4497;1;6;20.99
4497;2;2;36.6
4498;1;6;25.66
4498;2;2;25.66
4499;1;1;25.66
4499;2;3;22.56
4500;1;8;41.6
4500;2;7;47.73
4501;1;2;28.99
4501;2;1;25.66
4502;1;1;50.08
4502;2;1;41.6
4503;1;1;45.83
4503;2;4;45.83
4504;1;6;20.8
4504;2;10;25.66
4505;1;6;20.8
4505;2;13;41.97
4506;1;2;48.78
4506;2;2;61.98
4507;1;18;45.66
4507;2;10;41
4508;1;3;16.6
4508;2;5;25.17
4509;1;1;49.65
4509;2;1;54.16
4510;1;2;37.46
4510;2;2;20.8
4511;1;1;80.95
4511;2;1;72.92
4512;1;10;36.53
4512;2;10;40.76
4513;1;2;20.8
4513;2;1;37.56
4514;1;1;25.66
4514;2;2;25.59
4515;1;2;25.66
4515;2;4;33.04
4516;1;1;60.75
4516;2;1;76.95
4517;1;1;20.8
4517;2;1;20.8
4518;1;1;56.51
4518;2;6;25.66
4519;1;2;25.66
4519;2;1;20.99
4520;1;6;42.26
4520;2;3;68.31
4521;1;2;15.8
4521;2;3;20.8
4522;1;3;20.8
4522;2;4;20.8
4523;1;4;33.04
4523;2;1;27.52
4524;1;2;45.7
4524;2;1;40.5
4525;1;3;20.8
4525;2;2;23.91
4526;1;1;20.8
4526;2;1;30.84
4527;1;1;20.8
4527;2;2;20.8
4528;1;5;27.52
4528;2;2;25.66
4529;1;1;93.02
4529;2;1;25.17
4530;1;8;16.76
4530;2;3;25.66
4531;1;1;34.12
4531;2;5;48.36
4532;1;1;43.53
4532;2;1;74.66
4533;1;3;25.66
4533;2;1;20.8
4534;1;8;38.55
4534;2;3;66.77
4535;1;7;33.36
4535;2;4;11.6
4536;1;1;48.32
4536;2;8;49.8
4537;1;1;33.04
4537;2;2;16.76
4538;1;1;50.21
4538;2;1;20.8
4539;1;2;15.8
4539;2;1;23.9
4540;1;1;28.99
4540;2;1;20.8
4541;1;7;34.71
4541;2;8;29.18
4542;1;5;20.99
4542;2;16;35.84
4543;1;7;37.56
4543;2;2;37.56
4544;1;2;41.6
4544;2;17;25.66
4545;1;1;64.5
4545;2;2;41.97
4546;1;1;20.8
4546;2;1;20.8
4547;1;1;20.8
4547;2;3;41.46
4548;1;2;39.71
4548;2;1;36.97
4549;1;3;25.66
4549;2;1;86.37
4550;1;1;36.16
4550;2;1;37.4
4551;1;2;23.91
4551;2;1;21.6
4552;1;5;27.73
4552;2;8;27.73
4553;1;3;20.8
4553;2;2;25.66
4554;1;1;72.64
4554;2;1;21.6
4555;1;1;30
4555;2;2;43.32
4556;1;1;28.99
4556;2;1;25.66
4557;1;2;25.66
4557;2;1;16.6
4558;1;1;20.8
4558;2;2;16.6
4559;1;1;20.8
4559;2;1;41.46
4560;1;2;25.17
4560;2;1;20.8
4561;1;1;49.79
4561;2;22;22.56
4562;1;4;20.8
4562;2;2;16.76
4563;1;5;60.5
4563;2;2;41.77
4564;1;3;74
4564;2;4;28.75
4565;1;2;20.8
4565;2;11;33.49
4566;1;1;43.07
4566;2;1;25.66
4567;1;4;39.71
4567;2;2;25.66
4568;1;14;16.6
4568;2;17;29.37
4569;1;3;25.66
4569;2;1;20.8
4570;1;1;20.8
4570;2;3;53.32
4571;1;6;59.52
4571;2;3;11.76
4572;1;1;20.8
4572;2;3;20.8
4573;1;1;37.4
4573;2;1;16.76
4574;1;9;20.8
4574;2;14;29.53
4575;1;1;22.56
4575;2;1;25.66
4576;1;1;20.8
4576;2;5;33.53
4577;1;1;20.8
4577;2;1;15.8
4578;1;3;20.8
4578;2;3;16.76
4579;1;2;15.8
4579;2;2;19.87
4580;1;1;41.6
4580;2;1;33.49
4581;1;4;26.85
4581;2;11;25.17
4582;1;1;20.8
4582;2;4;44.56
4583;1;2;20.8
4583;2;1;16.76
4584;1;8;17.9
4584;2;17;10.5
4585;1;3;20.8
4585;2;2;22.56
4586;1;1;20.8
4586;2;2;20.8
4587;1;4;33.04
4587;2;2;25.66
4588;1;1;41.6
4588;2;5;79.2
4589;1;1;54.01
4589;2;2;45.46
4590;1;3;64.9
4590;2;5;20.8
4591;1;2;15.8
4591;2;1;39.32
4592;1;3;29.58
4592;2;6;26
4593;1;1;20.8
4593;2;1;25.66
4594;1;6;25.66
4594;2;1;41.6
4595;1;2;46.32
4595;2;5;52.76
4596;1;5;73.96
4596;2;2;86.56
4597;1;1;75.19
4597;2;1;82.79
4598;1;1;45.97
4598;2;4;50.66
4599;1;4;20.8
4599;2;1;20.8
4600;1;1;40.51
4600;2;4;27.52
4601;1;7;16.76
4601;2;1;23.11
4602;1;1;20.8
4602;2;2;46.63
4603;1;1;48.32
4603;2;4;16.76
4604;1;1;42.19
4604;2;5;70.23
4605;1;10;21.76
4605;2;5;41.97
4606;1;1;33.04
4606;2;1;64.93
4607;1;1;20.8
4607;2;3;25.66
4608;1;5;43.32
4608;2;2;23.11
4609;1;1;25.66
4609;2;1;25.66
4610;1;1;20.8
4610;2;4;25.66
4611;1;1;25.66
4611;2;1;25.66
4612;1;1;25.17
4612;2;5;45.8
4613;1;3;20.17
4613;2;1;20.59
4614;1;1;77.3
4614;2;1;98.13
4615;1;8;50.34
4615;2;7;75.17
4616;1;4;20.8
4616;2;1;20.8
4617;1;1;69.12
4617;2;3;20.8
4618;1;3;25.66
4618;2;1;32.52
4619;1;1;58.92
4619;2;3;91.57
4620;1;2;23.11
4620;2;1;39.33
4621;1;1;25.17
4621;2;1;16.76
4622;1;6;33.52
4622;2;5;79.54
4623;1;1;44.2
4623;2;1;16.76
4624;1;1;79.21
4624;2;3;37.4
4625;1;3;54.12
4625;2;1;32.22
4626;1;1;20.8
4626;2;1;16.76
4627;1;6;33.5
4627;2;4;34.16
4628;1;1;47.9
4628;2;2;23.11
4629;1;2;38.87
4629;2;8;45.76
4630;1;1;23.91
4630;2;3;23.9
4631;1;1;70.51
4631;2;1;25.17
4632;1;1;21.76
4632;2;4;16.6
4633;1;5;25.17
4633;2;7;16.76
4634;1;1;38.23
4634;2;1;22.02
4635;1;7;21.6
4635;2;11;33.49
4636;1;1;25.17
4636;2;1;41.6
4637;1;1;25.66
4637;2;1;20.8
4638;1;1;80.95
4638;2;6;25
4639;1;1;66.43
4639;2;2;20.8
4640;1;1;74.45
4640;2;3;77.06
4641;1;6;18.9
4641;2;2;16.76
4642;1;2;17.56
4642;2;1;23.11
4643;1;4;28.51
4643;2;2;28.51
4644;1;1;20.8
4644;2;1;20.8
4645;1;1;25.66
4645;2;1;20.8
4646;1;1;21.6
4646;2;2;25.66
4647;1;1;25.66
4647;2;4;25
4648;1;3;31.77
4648;2;1;16.76
4649;1;2;25.66
4649;2;1;20.8
4650;1;9;44.12
4650;2;10;44.6
4651;1;1;17.52
4651;2;3;50.08
4652;1;1;41.6
4652;2;4;37.42
4653;1;1;56.63
4653;2;1;25.11
4654;1;1;22.52
4654;2;2;22.56
4655;1;1;84.98
4655;2;3;70.68
4656;1;2;39.22
4656;2;3;30
4657;1;1;20.66
4657;2;7;20.8
4658;1;1;25.66
4658;2;1;46.32
4659;1;1;75.22
4659;2;2;25.17
4660;1;8;27.9
4660;2;4;25
4661;1;7;62.14
4661;2;3;78.15
4662;1;1;43.22
4662;2;2;25
4663;1;1;34.71
4663;2;4;71.58
4664;1;2;55.68
4664;2;1;92.24
4665;1;13;16.75
4665;2;6;62.75
4666;1;1;41.46
4666;2;3;20.8
4667;1;2;25.66
4667;2;1;16.76
4668;1;3;41.6
4668;2;4;20.8
4669;1;1;41.6
4669;2;4;41.46
4670;1;5;20.8
4670;2;1;16.76
4671;1;3;25.66
4671;2;2;27.52
4672;1;1;54.01
4672;2;3;25
4673;1;1;41.6
4673;2;1;91.87
4674;1;7;69.75
4674;2;1;46.32
4675;1;1;44.86
4675;2;5;30
4676;1;1;50.66
4676;2;1;75.18
4677;1;1;16.6
4677;2;2;25.66
4678;1;2;41.46
4678;2;3;25.17
4679;1;9;45.76
4679;2;3;20.8
4680;1;1;25.17
4680;2;1;33.04
4681;1;1;20.8
4681;2;1;25.66
4682;1;1;50.34
4682;2;1;50.17
4683;1;3;31.77
4683;2;2;50.81
4684;1;2;45.83
4684;2;3;16.76
4685;1;1;25.66
4685;2;1;41.97
4686;1;1;21.66
4686;2;3;21.66
4687;1;1;20.8
4687;2;3;20.8
4688;1;3;20.8
4688;2;2;16.39
4689;1;2;15.71
4689;2;2;13.36
4690;1;4;50.17
4690;2;2;56.25
4691;1;1;25.66
4691;2;1;54.32
4692;1;1;26.42
4692;2;11;20.8
4693;1;1;78.83
4693;2;1;56.08
4694;1;2;83.91
4694;2;1;66.19
4695;1;19;19.18
4695;2;1;7.77
4696;1;1;46.68
4696;2;31;25.17
4697;1;1;41.6
4697;2;1;25.66
4698;1;2;16.39
4698;2;1;23.11
4699;1;19;39.79
4699;2;15;16.39
4700;1;2;20.8
4700;2;1;21.76
4701;1;1;75
4701;2;1;33.5
4702;1;1;25.66
4702;2;2;20.8
4703;1;5;41.6
4703;2;3;20.8
4704;1;1;25.17
4704;2;1;25
4705;1;3;40.23
4705;2;14;16.76
4706;1;1;62.26
4706;2;3;45.83
4707;1;1;25.66
4707;2;5;20.8
4708;1;1;25.66
4708;2;1;33.04
4709;1;31;25.17
4709;2;5;23.9
4710;1;2;25.66
4710;2;1;16.6
4711;1;1;62.46
4711;2;2;16.76
4712;1;1;20.8
4712;2;1;37.4
4713;1;1;27.52
4713;2;1;23.9
4714;1;8;31.65
4714;2;1;25
4715;1;2;54.8
4715;2;5;39.16
4716;1;3;20.66
4716;2;3;20.8
4717;1;1;20.8
4717;2;1;15.5
4718;1;3;20.8
4718;2;6;20.8
4719;1;1;45.8
4719;2;3;33.49
4720;1;3;27.52
4720;2;1;20.8
4721;1;1;54.01
4721;2;1;45.12
4722;1;1;20.8
4722;2;1;58.14
4723;1;14;25.66
4723;2;1;20.8
4724;1;4;31.47
4724;2;2;27.31
4725;1;2;50.18
4725;2;2;43.22
4726;1;1;17.4
4726;2;1;32.56
4727;1;2;15.8
4727;2;1;27.52
4728;1;1;25.66
4728;2;1;16.76
4729;1;2;21.6
4729;2;2;37.26
4730;1;1;52.1
4730;2;1;20.8
4731;1;1;20.8
4731;2;11;41.6
4732;1;2;42.57
4732;2;9;27.52
4733;1;7;25.66
4733;2;1;21.6
4734;1;2;50.8
4734;2;3;22.56
4735;1;2;20.8
4735;2;1;20.8
4736;1;1;41.97
4736;2;5;30.18
4737;1;1;37.4
4737;2;6;58.36
4738;1;1;25.66
4738;2;2;67.14
4739;1;1;25.66
4739;2;2;16.76
4740;1;1;20.8
4740;2;1;20.8
4741;1;1;28.04
4741;2;1;25.66
4742;1;1;70.66
4742;2;3;44.05
4743;1;1;20.8
4743;2;1;33.04
4744;1;1;105.84
4744;2;2;55.93
4745;1;1;56.3
4745;2;3;21.6
4746;1;1;25.66
4746;2;2;20.8
4747;1;2;61.05
4747;2;1;25.66
4748;1;3;33.51
4748;2;3;67.02
4749;1;1;25.66
4749;2;8;31.05
4750;1;1;20.8
4750;2;5;62.4
4751;1;19;44.08
4751;2;2;30
4752;1;1;43.18
4752;2;1;33.36
4753;1;1;20.8
4753;2;2;50.08
4754;1;2;20.8
4754;2;1;37.42
4755;1;4;41.77
4755;2;22;25
4756;1;1;25.8
4756;2;1;50.5
4757;1;5;25
4757;2;5;22.73
4758;1;3;25.66
4758;2;1;20.8
4759;1;1;87.52
4759;2;1;64.71
4760;1;1;18.91
4760;2;5;25.17
4761;1;5;60.13
4761;2;2;55
4762;1;2;20.99
4762;2;1;41.6
4763;1;2;20.8
4763;2;1;25.66
4764;1;2;45.8
4764;2;3;72.93
4765;1;4;21.6
4765;2;7;16.76
4766;1;3;69.6
4766;2;6;68.22
4767;1;2;41.46
4767;2;1;73.3
4768;1;1;25.66
4768;2;5;23.11
4769;1;1;20.8
4769;2;3;25.66
4770;1;2;20.8
4770;2;1;62.4
4771;1;1;20.8
4771;2;5;25.66
4772;1;1;45.97
4772;2;2;20.8
4773;1;1;20.8
4773;2;1;50.28
4774;1;1;20.8
4774;2;2;16.76
4775;1;2;20.8
4775;2;1;25.66
4776;1;1;82.56
4776;2;1;82.56
4777;1;1;68.19
4777;2;1;25.8
4778;1;1;20.8
4778;2;1;20.8
4779;1;1;25.66
4779;2;2;16.75
4780;1;6;25
4780;2;2;16.6
4781;1;3;144.55
4781;2;2;64.25
4782;1;1;20.8
4782;2;11;16.76
4783;1;2;44.57
4783;2;1;25.66
4784;1;1;25
4784;2;1;20.8
4785;1;1;25.66
4785;2;4;16.76
4786;1;1;22.73
4786;2;2;22.56
4787;1;5;45.8
4787;2;8;37.4
4788;1;4;58.36
4788;2;1;23.9
4789;1;1;93.08
4789;2;3;33.21
4790;1;1;25.66
4790;2;2;22.56
4791;1;1;77.48
4791;2;1;41.97
4792;1;3;20.8
4792;2;4;15.5
4793;1;6;21.6
4793;2;2;25.66
4794;1;1;25.17
4794;2;3;41.6
4795;1;1;20.8
4795;2;1;33.52
4796;1;1;25.66
4796;2;4;18.28
4797;1;1;60.66
4797;2;2;15.5
4798;1;1;40.51
4798;2;4;79.16
4799;1;1;20.8
4799;2;1;48.32
4800;1;1;41.6
4800;2;2;16.76
4801;1;1;37.4
4801;2;1;119.08
4802;1;3;68.7
4802;2;5;22.56
4803;1;1;39.16
4803;2;1;48.7
4804;1;1;20.8
4804;2;1;20.8
4805;1;2;73.06
4805;2;1;16.76
4806;1;3;37.4
4806;2;2;72.38
4807;1;1;73.96
4807;2;1;83.62
4808;1;35;30.7
4808;2;15;44.07
4809;1;1;25.66
4809;2;2;22.56
4810;1;1;63.01
4810;2;2;80.33
4811;1;3;20.8
4811;2;4;15.8
4812;1;3;58.36
4812;2;2;41.6
4813;1;9;15.8
4813;2;2;27.03
4814;1;5;56.52
4814;2;7;20.59
4815;1;9;22.02
4815;2;9;49.58
4816;1;3;20.8
4816;2;2;24.24
4817;1;1;20.8
4817;2;2;25.66
4818;1;1;50.72
4818;2;1;33.51
4819;1;1;71.75
4819;2;2;99.9
4820;1;10;25.17
4820;2;3;27.1
4821;1;1;20.8
4821;2;1;55.04
4822;1;1;20.8
4822;2;19;25.66
4823;1;8;20.8
4823;2;8;37.56
4824;1;1;48.32
4824;2;2;20.8
4825;1;1;20.8
4825;2;2;20.8
4826;1;1;20.8
4826;2;1;20.8
4827;1;2;20.8
4827;2;1;45.81
4828;1;2;20.8
4828;2;1;25.66
4829;1;1;27.73
4829;2;10;27.9
4830;1;1;20.8
4830;2;5;23.91
4831;1;2;20.8
4831;2;5;41.6
4832;1;1;74.42
4832;2;3;48.28
4833;1;1;20.8
4833;2;1;22.56
4834;1;1;20.8
4834;2;6;59.91
4835;1;3;20.8
4835;2;1;20.8
4836;1;4;41.6
4836;2;4;20.8
4837;1;1;20.8
4837;2;1;25.66
4838;1;6;43.36
4838;2;1;46.32
4839;1;1;47.28
4839;2;4;49.96
4840;1;2;20.8
4840;2;3;25
4841;1;1;60.5
4841;2;6;48.49
4842;1;9;16.76
4842;2;24;20.8
4843;1;11;50.23
4843;2;1;16.76
4844;1;6;49.4
4844;2;5;45.13
4845;1;7;20.8
4845;2;5;16.76
4846;1;22;20.66
4846;2;4;25.02
4847;1;1;20.8
4847;2;10;25.17
4848;1;1;20.8
4848;2;5;27.52
4849;1;1;44.13
4849;2;4;45.97
4850;1;1;20.8
4850;2;1;41.62
4851;1;1;20.8
4851;2;2;23.11
4852;1;5;44.56
4852;2;4;91.68
4853;1;1;21.6
4853;2;1;44.13
4854;1;5;16.76
4854;2;1;20.8
4855;1;1;61.75
4855;2;1;60.5
4856;1;5;27.52
4856;2;9;45.97
4857;1;2;55.76
4857;2;3;33.36
4858;1;6;71.87
4858;2;6;20.99
4859;1;1;27.52
4859;2;2;25.66
4860;1;3;25.66
4860;2;1;33.04
4861;1;1;20.8
4861;2;21;89.89
4862;1;5;36.16
4862;2;2;26
4863;1;2;40.04
4863;2;4;23.9
4864;1;3;25.66
4864;2;1;33.49
4865;1;3;22.56
4865;2;3;33.04
4866;1;1;20.8
4866;2;2;25.8
4867;1;3;16.97
4867;2;1;62.62
4868;1;9;25.17
4868;2;13;25
4869;1;1;20.8
4869;2;1;33.04
4870;1;4;25.66
4870;2;2;20.8
4871;1;3;30.18
4871;2;2;16.76
4872;1;7;22.56
4872;2;1;20.99
4873;1;2;41.97
4873;2;3;21.6
4874;1;1;40.76
4874;2;1;25.76
4875;1;12;39.7
4875;2;5;20.8
4876;1;1;50
4876;2;1;45.12
4877;1;1;20.8
4877;2;1;20.8
4878;1;2;20.8
4878;2;1;25
4879;1;1;27.52
4879;2;2;53.12
4880;1;1;31.3
4880;2;1;41.76
4881;1;2;25.66
4881;2;1;20.8
4882;1;1;39.71
4882;2;1;20.66
4883;1;3;22.56
4883;2;1;70.74
4884;1;1;37.4
4884;2;4;70.62
4885;1;1;43.55
4885;2;1;27.52
4886;1;3;39.92
4886;2;4;20.59
4887;1;1;60.19
4887;2;1;75.94
4888;1;1;50.08
4888;2;1;70.92
